GlyTouCan ID,IUPAC Condensed,Subsumption Level,Monoisotopic Mass
G28009CO,Gal(a1-2)Gal(a1-2)[Gal(b1-4)]Glc(a1-3)Glc,Linkage-defined saccharide,828.27
G27980TD,Glc(a1-4)Glc(a1-4)Glc(a1-4)Glc(a1-4)Glc(a1-4)Glc(a1-4)Glc(a1-4)Glc(a1-4)Glc(a1-4)Glc,Linkage-defined saccharide,1638.54
G28060PF,Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,2443.9
G28132ZP,Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)Glc,Linkage-defined saccharide,2491.88
G28128KH,Gal(b1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,2110.76
G28141KV,Glc(a1-3)[Glc(a1-6)]Glc,Linkage-defined saccharide,504.17
G28144EE,Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,2475.89
G28214FL,Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-3)Gal(b1-4)GlcNAc(b1-4)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,2678.97
G28222JZ,Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)[GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-4)][Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,3288.21
G28163QF,Glc(b1-2)[Man(a1-3)]Gal,Linkage-defined saccharide,504.17
G28187RG,GlcN(a1-6)Man(a1-3)[GlcN(a1-6)Man(a1-6)]Man(a1-5)Kdo(a2-6)GlcN(b1-6)GlcN-ol,Linkage-defined saccharide,1370.52
G28221ST,Gal(a1-3)Gal(b1-4)GlcNAc(b1-3)[Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)]Gal(b1-4)GlcNAc,Linkage-defined saccharide,1583.57
G28240ZE,Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)[Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)]Gal(b1-4)Glc,Linkage-defined saccharide,1875.69
G28255XD,Glc(b1-2)[Glc(b1-3)]Gal,Linkage-defined saccharide,504.17
G28278YB,Gal(b1-4)GlcNAc(b1-3)[Gal(b1-4)][Gal(b1-4)GlcNAc(b1-6)]Glc,Linkage-defined saccharide,1072.38
G28289PC,GlcA(a1-2)[Xyl(b1-3)[Xyl(b1-4)]Xyl(b1-4)]Xyl,Linkage-defined saccharide,722.21
G28302AL,Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-4)][Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,2459.89
G28261LS,Xyl(a1-6)Glc(b1-4)[Araf(a1-2)Xyl(a1-6)]Glc(b1-4)Glc(b1-4)Glc,Linkage-defined saccharide,1062.35
G28324BI,GlcA(b1-3)Gal(b1-3)[GlcNAc(b1-3)[Fuc(a1-4)]GlcNAc(b1-6)]GalNAc,Linkage-defined saccharide,1111.39
G28341BY,Xyl(b1-3)Glc(b1-2)[Xyl(b1-3)]Glc(b1-4)Gal,Linkage-defined saccharide,768.25
G28368FX,Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,2370.86
G28470MH,Glc(b1-4)[Glc(b1-2)Rha(a1-6)]Glc(b1-3)Glc(b1-4)Glc(b1-4)Rib(b1-3)Rha(a1-2)Ara,Linkage-defined saccharide,1384.48
G28505SF,Kdn(a2-3)Gal(b1-3)GlcNAc,Linkage-defined saccharide,633.21
G28518HO,Gal(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,529.2
G28484EP,GalA(a1-4)GalA(a1-4)GalA(a1-4)GalA(a1-4)GalA(a1-4)GalA(a1-4)Gal,Linkage-defined saccharide,1236.26
G28509GT,GlcA(b1-2)Rha(a1-2)Rha(a1-2)Rha(a1-3)Gal-ol,Linkage-defined saccharide,796.28
G28442JR,Rha(a1-2)[Rha(a1-4)]Xyl,Linkage-defined saccharide,442.17
G28456NV,Galf(a1-2)Man(a1-3)[Man(a1-6)]Man(a1-6)Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,1234.43
G28570DO,GlcNAc(b1-3)[Fuc(a1-2)Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)]GalNAc,Linkage-defined saccharide,1446.55
G28571LM,Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-3)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[D-Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,1583.57
G28567AB,Gal(a1-3)Gal(a1-4)GlcNAc,Linkage-defined saccharide,545.2
G28540EY,Gal(b1-3)GalNAc(b1-6)GlcNAc(a1-3)[Glc(a1-6)]Gal(b1-1)Rib-ol,Linkage-defined saccharide,1044.39
G28757WM,Xyl(b1-4)Rha(a1-2)[Rha(a1-6)]Glc,Linkage-defined saccharide,604.22
G28782ND,Gal(b1-4)GlcNAc(b1-3)[Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-6)]GalNAc,Linkage-defined saccharide,1462.54
G28800OI,Man(b1-4)GlcNAc(b1-4)Gal,Linkage-defined saccharide,545.2
G28814ND,Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Glc,Linkage-defined saccharide,1348.5
G28836JE,Fuc(a1-2)Gal(a1-3)Gal(a1-4)Gal(b1-3)[Fuc(a1-2)Gal(a1-3)Gal(a1-4)Gal(b1-4)GlcNAc(b1-6)]Gal(b1-3)[Gal(b1-4)GlcNAc(b1-6)]GalNAc,Linkage-defined saccharide,2215.79
G28852ML,Man(a1-2)[Glc(b1-3)]Rha,Linkage-defined saccharide,488.17
G28857PK,Rha(a1-4)GalA(a1-2)Rha(a1-4)GalA(a1-2)[Gal(b1-4)]Rha(a1-4)GalA,Linkage-defined saccharide,1146.33
G28883CC,Man(b1-4)GlcNAc(b1-4)[Fuc(b1-6)]GlcNAc,Linkage-defined saccharide,732.28
G28898NZ,GalNAc(a1-3)Gal(b1-3)GlcNAc(b1-3)[Gal(b1-4)GlcNAc(b1-6)]Gal(b1-4)GlcNAc(b1-3)GalNAc,Linkage-defined saccharide,1519.57
G28881KN,GlcNAc(b1-4)Gal(b1-3)[GlcNAc(a1-4)Gal(b1-4)GlcNAc(b1-6)]GalNAc,Linkage-defined saccharide,1154.43
G28882TN,Man(a1-2)Man(a1-2)[Man(a1-6)Man(a1-6)]Man,Linkage-defined saccharide,828.27
G28943FW,Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,2297.84
G28994II,Glc(b1-3)[Glc(b1-3)Glc(b1-6)Glc(b1-6)]Glc,Linkage-defined saccharide,828.27
G28913AC,D-Araf(b1-5)D-Araf(a1-5)D-Ara,Linkage-defined saccharide,414.14
G28974LW,Xyl(b1-4)Ara(a1-6)Glc,Linkage-defined saccharide,444.15
G29000OU,Xyl(b1-4)Rha(a1-2)[Rha(a1-2)[Glc(b1-3)]Glc(b1-3)]Glc,Linkage-defined saccharide,928.33
G29017UY,GlcA(b1-3)[Glc(b1-6)]Gal(b1-3)GalNAc,Linkage-defined saccharide,721.23
G29011DJ,GalNAc(b1-3)Gal(a1-3)Gal(a1-4)Gal(b1-4)Glc,Linkage-defined saccharide,869.3
G29005BV,GlcNAc(b1-2)Man(a1-3)[Man(a1-6)][Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,1391.51
G29007JU,Gal(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)[Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)]Gal(b1-4)Glc,Linkage-defined saccharide,1834.66
G29090AY,GalNAc(a1-3)GalNAc(b1-3)Gal(a1-3)Gal(b1-4)Glc,Linkage-defined saccharide,910.33
G29124CR,Rha(a1-4)Glc(b1-4)GlcA,Linkage-defined saccharide,502.15
G29131SF,Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)[Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,2402.87
G29159AI,Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)][Fuc(a1-3)]Man(a1-3)[Fuc(a1-2)Gal(b1-3)GalNAc(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)][Fuc(a1-3)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,3158.17
G29165VO,Gal(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,1195.46
G29107MV,GalNAc(b1-3)GalNAc(b1-4)Gal(a1-4)Gal(b1-4)Glc,Linkage-defined saccharide,910.33
G29109PM,Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,2005.72
G29140EJ,Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)[GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-2)[GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,2176.81
G29197JY,Kdn(a2-6)Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)Glc,Linkage-defined saccharide,957.32
G29249WW,Fuc(a1-2)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]Glc,Linkage-defined saccharide,999.36
G29194FN,Man(b1-4)Gal(a1-4)Rha,Linkage-defined saccharide,488.17
G29271US_4,Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-6)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,1437.51
G29360WZ,GalNAc(a1-3)[Fuc(a1-2)]Gal(a1-4)Glc,Linkage-defined saccharide,691.25
G29369ZL,Glc(b1-4)Glc(b1-4)Glc(b1-4)Glc(b1-4)Glc(b1-4)Glc(b1-4)Glc,Linkage-defined saccharide,1152.38
G29404WA,Gal(a1-2)[GalNAc(a1-3)]Gal(b1-4)Glc,Linkage-defined saccharide,707.25
G29488SE,GlcNAc(b1-2)Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(b1-6)]GlcNAc,Linkage-defined saccharide,1259.47
G29467ZM,Man(a1-3)[Galf(b1-2)[Man(a1-3)][Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,1396.49
G29396PC,GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,1843.67
G29537DZ,Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc,Linkage-defined saccharide,1259.47
G29574MK,Man(b1-4)Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,748.27
G29520EC,Rha(a1-2)[Glc(b1-4)Rha(a1-4)]Glc,Linkage-defined saccharide,634.23
G29617QI,Glc(b1-2)[Ara(a1-3)][Araf(a1-4)]GlcA,Linkage-defined saccharide,620.18
G29667VM,Fuc(a1-2)Gal(b1-3)GlcNAc(b1-3)Gal(b1-3)GalNAc,Linkage-defined saccharide,894.33
G29574TI,GalNAc(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[GalNAc(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,2452.91
G29733CJ,GalNAc(a1-3)[Fuc(a1-2)]Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,2119.79
G29713JZ,GlcNAc(b1-2)[GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-4)][GlcNAc(b1-2)[GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,2071.78
G29836UM,Gal(a1-2)Tyv(a1-3)Man(a1-4)Rha,Linkage-defined saccharide,618.24
G29867MF,Gal(b1-4)Ara(a1-4)GlcA,Linkage-defined saccharide,488.14
G29868AN,Araf(a1-6)Glc(a1-4)Glc,Linkage-defined saccharide,474.16
G29778HF,Glc(b1-3)Rha(a1-2)D-Ara,Linkage-defined saccharide,458.16
G29789DX,Rha(a1-2)[GalNAc(a1-3)]D-Rha(b1-4)Glc(b1-6)Galf(b1-6)GalNAc(b1-3)Gal,Linkage-defined saccharide,1202.44
G29879FQ,Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-3)GalNAc,Linkage-defined saccharide,1040.39
G29940RQ,GlcNAc(b1-3)Gal(a1-4)Gal(b1-4)Glc,Linkage-defined saccharide,707.25
G29876LU,Man(a1-2)Man(a1-2)Man(a1-2)[Man(a1-2)Man(a1-2)Man(a1-6)]Man(a1-3)[Man(a1-3)[Man(a1-2)Man(a1-2)Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc,Linkage-defined saccharide,2327.78
G29948BS,GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)][Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,1608.6
G29989PH,Rha(a1-2)Man(a1-2)[GlcNAc(a1-4)Glc(a1-2)[GlcNAc(a1-4)]Glc(a1-2)Galf(b1-6)]Man,Linkage-defined saccharide,1380.49
G30021GR,Man(a1-4)Gal(a1-6)GlcN(a1-4)GlcA,Linkage-defined saccharide,679.22
G29966XO,Gal(b1-4)[Gal(b1-4)Glc(b1-6)]GlcNAc(b1-3)Gal(b1-4)Glc,Linkage-defined saccharide,1031.35
G30056KC,GalNAc(a1-3)[Fuc(a1-2)]Gal,Linkage-defined saccharide,529.2
G29997FV,Fuc(a1-6)Gal(b1-4)Glc,Linkage-defined saccharide,488.17
G30024DK,Man(a1-3)Man(a1-2)Man(a1-2)[Man(a1-3)Man(a1-2)Man(a1-6)]Man(a1-3)[Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,2206.75
G30085XL,Fuc(a1-2)D-Fuc(b1-4)GlcNAc,Linkage-defined saccharide,513.21
G30098PP,Lyxf(a1-3)[Man(a1-6)]Man,Linkage-defined saccharide,474.16
G30088MV,Fruf(b2-6)Fruf(b2-6)Fru,Linkage-defined saccharide,504.17
G30108DB,Fuc(a1-2)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-4)][Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,3482.27
G30149NP,GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-4)][Man(a1-6)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,1843.67
G30211JD,Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-3)GalNAc,Linkage-defined saccharide,894.33
G30140II,Glc(a1-3)Man(a1-2)Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-3)[Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,1882.64
G30149TN,Glc(b1-3)[Xyl(b1-6)]Glc,Linkage-defined saccharide,474.16
G30232EU,Gal(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-3)GalNAc,Linkage-defined saccharide,910.33
G30274AT_2,Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,2151.78
G30236AY,Araf(a1-3)[Xyl(b1-4)]Xyl(b1-4)Xyl(b1-4)Xyl(b1-4)Xyl,Linkage-defined saccharide,810.26
G30242JS,Gal(b1-4)GlcNAc(b1-2)[Gal(a1-4)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-4)][Gal(a1-4)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,2532.91
G30315QG,Glc(b1-3)[Man(a1-4)]Rha,Linkage-defined saccharide,488.17
G30331AP,Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)[GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,2500.92
G30341MX,Gal(b1-4)Glc(a1-4)GlcA(a1-3)Fuc,Linkage-defined saccharide,664.21
G30367NE,Gal(b1-3)[Gal(a1-3)Gal(b1-4)GalNAc(b1-6)]GalNAc,Linkage-defined saccharide,910.33
G30309QX,Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-4)][GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,1827.68
G30408FD,GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcN,Linkage-defined saccharide,1194.48
G30409YH,Glc(b1-3)Glc(b1-3)Glc,Linkage-defined saccharide,504.17
G30404SZ,Glc(b1-4)Glc(b1-6)Glc(a1-6)Gal(a1-6)Glc,Linkage-defined saccharide,828.27
G30464XN,Gal(b1-3)[Fuc(a1-3)GlcNAc(b1-6)]Gal(b1-3)[Fuc(a1-3)GlcNAc(b1-6)]GalNAc,Linkage-defined saccharide,1243.47
G30478IY,Xyl(a1-6)Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)Glc(b1-4)[Xyl(b1-2)][Xyl(a1-6)]Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)[Fuc(a1-2)Gal(b1-2)Xyl(a1-6)]Glc(b1-4)Glc,Linkage-defined saccharide,2546.84
G30463NC,GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,830.33
G30476LD,Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[D-Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,2313.84
G30526TI,Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[GalNAc(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,1989.73
G30528HQ,Fuc(a1-2)Gal(b1-3)[Col(a1-4)]GlcNAc,Linkage-defined saccharide,659.26
G30560ZC,Man(a1-2)Man(a1-3)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,1218.44
G30532XG,Glc(a1-3)Glc(a1-2)[Glc(a1-6)]Glc,Linkage-defined saccharide,666.22
G30562SO,Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-4)][GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc,Linkage-defined saccharide,1478.54
G30659XY,Gal(b1-6)Gal(b1-3)Gal,Linkage-defined saccharide,504.17
G30673NA,Gal(b1-3)[GlcNAc(b1-4)Gal(b1-4)GalNAc(b1-6)]GalNAc,Linkage-defined saccharide,951.35
G30677NY_2,GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,1681.62
G30616LC,GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-3)Gal(b1-4)Glc,Linkage-defined saccharide,910.33
G30606LM,Gal(a1-6)Gal(a1-6)Gal(a1-6)Gal(a1-6)Gal(a1-6)Glc,Linkage-defined saccharide,990.33
G30606NJ,Araf(a1-2)Xyl(a1-6)Glc(b1-4)[Xyl(a1-6)]Glc(b1-4)Glc-ol,Linkage-defined saccharide,902.31
G30648VY,Gal(b1-3)GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)Glc,Linkage-defined saccharide,1218.44
G30661NY,Gal(a1-3)Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)[Fuc(a1-3)]Glc,Linkage-defined saccharide,1161.42
G30663CZ,Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc,Linkage-defined saccharide,1072.38
G30689SK,Araf(a1-5)Araf(a1-4)Glc,Linkage-defined saccharide,444.15
G30718QR,Glc(b1-3)Glc(b1-2)[Xyl(b1-4)]Gal,Linkage-defined saccharide,636.21
G30756MA,Glc(b1-3)[Rha(a1-4)]Rha(a1-4)Rha(a1-2)Qui,Linkage-defined saccharide,764.3
G30760OQ,Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-4)][Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,3320.22
G30768SG,GalNAc(b1-4)GlcNAc(b1-2)[GalNAc(b1-4)GlcNAc(b1-4)]Man(a1-3)Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,1706.65
G30689JV,GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc,Linkage-defined saccharide,1843.67
G30835JV,Gal(b1-3)GlcNAc(b1-3)[GlcNAc(b1-6)]Gal(b1-3)GalNAc,Linkage-defined saccharide,951.35
G30864LS,Glc(b1-2)GlcA(a1-3)Man(a1-3)Glc,Linkage-defined saccharide,680.2
G30891XB,Gal(a1-3)Gal(b1-4)GlcNAc(b1-3)[GalNAc(b1-4)]Gal(b1-4)Glc,Linkage-defined saccharide,1072.38
G30949IX,GlcA(b1-3)[Xyl(b1-2)]Glc,Linkage-defined saccharide,488.14
G30962MB,Rha(a1-4)Glc(b1-4)GlcA(b1-4)Glc,Linkage-defined saccharide,664.21
G30878SA,Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[GlcNAc(b1-4)][Gal(b1-4)GlcNAc(b1-2)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,3028.1
G31013GB,Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-2)[Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,2809.03
G31031DV,Man(a1-3)Man(a1-2)Man(a1-2)[Man(a1-3)Man(a1-2)Man(a1-6)]Man(a1-3)[Man(a1-3)[Man(a1-3)Man(a1-2)Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Linkage-defined saccharide,2530.86
G31052IL,Gal(b1-4)[Fuc(a1-3)]GlcNAc(b1-3)Gal(b1-4)GlcNAc(b1-2)[GlcNAc(b1-4)]Man(a1-3)[GalNAc(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Linkage-defined saccharide,2907.08
G31093OD,Glc(b1-3)[GlcN(b1-6)]Glc,Linkage-defined saccharide,503.19
G31133UA,Man(a1-2)Man(a1-3)[Man(a1-6)]Man(a1-2)Man(a1-2)Man(a1-2)Man,Linkage-defined saccharide,1152.38
G31123UB,Man(b1-4)[Gal(a1-6)]Man(b1-4)[Gal(a1-6)]Man(b1-4)Man(b1-4)Man(b1-4)Man,Linkage-defined saccharide,1314.43
