Model Size,Task,Classifier,Seed,C,kernel,colsample_bytree,learning_rate,max_depth,n_estimators,num_leaves,reg_alpha,reg_lambda,subsample,gamma
ss_multitask_mask_5,class,SVM,0,61.06267064873812,linear,,,,,,,,,
ss_multitask_mask_5,class,SVM,1,96.81085478045662,linear,,,,,,,,,
ss_multitask_mask_5,class,SVM,2,1.2484030808286068,linear,,,,,,,,,
ss_multitask_mask_5,class,LGBM,0,,,0.6527191449617569,0.11431471515815911,5.0,906.0,39.0,0.15612133571202763,0.4554748900348601,0.6659761840967536,
ss_multitask_mask_5,class,LGBM,1,,,0.8143585623662046,0.09561040970689902,11.0,614.0,96.0,0.012285817917393638,4.460426911895981,0.8163152758403859,
ss_multitask_mask_5,class,LGBM,2,,,0.9849838287883929,0.09030638737802707,16.0,941.0,98.0,0.04877057553591605,4.341162910051525,0.8369985451146403,
ss_multitask_mask_5,order,SVM,0,22.390342721683695,linear,,,,,,,,,
ss_multitask_mask_5,order,SVM,1,96.81085478045662,linear,,,,,,,,,
ss_multitask_mask_5,order,SVM,2,1.2484030808286068,linear,,,,,,,,,
ss_multitask_mask_5,order,LGBM,0,,,0.718456079008858,0.014975289856365856,7.0,674.0,143.0,0.044716356807505624,0.49609699890114284,0.946041024522154,
ss_multitask_mask_5,order,LGBM,1,,,0.6888498190141499,0.012834169698744222,11.0,877.0,146.0,0.07300053042915261,0.02455193447436324,0.6077467831481188,
ss_multitask_mask_5,order,LGBM,2,,,0.9849838287883929,0.09030638737802707,16.0,941.0,98.0,0.04877057553591605,4.341162910051525,0.8369985451146403,
ss_multitask_mask_5,family,SVM,0,61.06267064873812,linear,,,,,,,,,
ss_multitask_mask_5,family,SVM,1,96.81085478045662,linear,,,,,,,,,
ss_multitask_mask_5,family,SVM,2,1.2484030808286068,linear,,,,,,,,,
ss_multitask_mask_5,family,LGBM,0,,,0.718456079008858,0.014975289856365856,7.0,674.0,143.0,0.044716356807505624,0.49609699890114284,0.946041024522154,
ss_multitask_mask_5,family,LGBM,1,,,0.6888498190141499,0.012834169698744222,11.0,877.0,146.0,0.07300053042915261,0.02455193447436324,0.6077467831481188,
ss_multitask_mask_5,family,LGBM,2,,,0.9849838287883929,0.09030638737802707,16.0,941.0,98.0,0.04877057553591605,4.341162910051525,0.8369985451146403,
ss_multitask_mask_5,genus,SVM,0,22.390342721683695,linear,,,,,,,,,
ss_multitask_mask_5,genus,SVM,1,96.81085478045662,linear,,,,,,,,,
ss_multitask_mask_5,genus,SVM,2,1.2484030808286068,linear,,,,,,,,,
ss_multitask_mask_5,genus,LGBM,0,,,0.718456079008858,0.014975289856365856,7.0,674.0,143.0,0.044716356807505624,0.49609699890114284,0.946041024522154,
ss_multitask_mask_5,genus,LGBM,1,,,0.7791920725681672,0.20787049901879373,19.0,648.0,123.0,0.03133737331985318,6.060741222490683,0.7391063438982026,
ss_multitask_mask_5,genus,LGBM,2,,,0.9849838287883929,0.09030638737802707,16.0,941.0,98.0,0.04877057553591605,4.341162910051525,0.8369985451146403,
ss_multitask_mask_5,species,SVM,0,22.390342721683695,linear,,,,,,,,,
ss_multitask_mask_5,species,SVM,1,96.81085478045662,linear,,,,,,,,,
ss_multitask_mask_5,species,SVM,2,1.2484030808286068,linear,,,,,,,,,
ss_multitask_mask_5,species,LGBM,0,,,0.6423630428751168,0.0500685766747399,19.0,559.0,134.0,0.23358825194833557,0.5073432032394334,0.607515920174542,
ss_multitask_mask_5,species,LGBM,1,,,0.7791920725681672,0.20787049901879373,19.0,648.0,123.0,0.03133737331985318,6.060741222490683,0.7391063438982026,
ss_multitask_mask_5,species,LGBM,2,,,0.9849838287883929,0.09030638737802707,16.0,941.0,98.0,0.04877057553591605,4.341162910051525,0.8369985451146403,
ss_multitask_mask_5,immunogenicity,SVM,0,61.06267064873812,linear,,,,,,,,,
ss_multitask_mask_5,immunogenicity,SVM,1,96.81085478045662,linear,,,,,,,,,
ss_multitask_mask_5,immunogenicity,SVM,2,1.2484030808286068,linear,,,,,,,,,
ss_multitask_mask_5,immunogenicity,LGBM,0,,,0.7479232370993361,0.0164555438559355,7.0,615.0,114.0,1.6053955926854302,7.701328264939122,0.6995012574079832,
ss_multitask_mask_5,immunogenicity,LGBM,1,,,0.6256269319352868,0.03348393485775916,14.0,950.0,91.0,2.064357902558233,0.08018284955354678,0.9090956587110308,
ss_multitask_mask_5,immunogenicity,LGBM,2,,,0.914468896897069,0.061100092095880264,10.0,846.0,112.0,1.7633301562711625,2.48746490605933,0.8173380922335611,
ss_multitask_mask_5,link,SVM,0,61.06267064873812,linear,,,,,,,,,
ss_multitask_mask_5,link,SVM,1,96.81085478045662,linear,,,,,,,,,
ss_multitask_mask_5,link,SVM,2,0.31103255667795526,linear,,,,,,,,,
ss_multitask_mask_5,link,LGBM,0,,,0.9981198270711551,0.07235415712774491,19.0,243.0,43.0,0.10328157319309919,1.057443000344446,0.7268806968277184,
ss_multitask_mask_5,link,LGBM,1,,,0.8715342131759564,0.02053999758694306,7.0,878.0,43.0,0.5664575403106769,0.4985814110725697,0.8455753271184223,
ss_multitask_mask_5,link,LGBM,2,,,0.9069953039201313,0.22428038991112134,12.0,533.0,102.0,0.7807787581942088,0.10610474345425769,0.7526771763362244,
small_multitask_mask_5,domain,SVM,0,61.06267064873812,linear,,,,,,,,,
small_multitask_mask_5,domain,SVM,1,37.137282635707706,rbf,,,,,,,,,0.002352959348061621
small_multitask_mask_5,domain,SVM,2,1.2484030808286068,linear,,,,,,,,,
small_multitask_mask_5,domain,LGBM,0,,,0.6527191449617569,0.11431471515815911,5.0,906.0,39.0,0.15612133571202763,0.4554748900348601,0.6659761840967536,
small_multitask_mask_5,domain,LGBM,1,,,0.7791920725681672,0.20787049901879373,19.0,648.0,123.0,0.03133737331985318,6.060741222490683,0.7391063438982026,
small_multitask_mask_5,domain,LGBM,2,,,0.9849838287883929,0.09030638737802707,16.0,941.0,98.0,0.04877057553591605,4.341162910051525,0.8369985451146403,
small_multitask_mask_5,kingdom,SVM,0,22.390342721683695,linear,,,,,,,,,
small_multitask_mask_5,kingdom,SVM,1,37.137282635707706,rbf,,,,,,,,,0.002352959348061621
small_multitask_mask_5,kingdom,SVM,2,1.2484030808286068,linear,,,,,,,,,
small_multitask_mask_5,kingdom,LGBM,0,,,0.6527191449617569,0.11431471515815911,5.0,906.0,39.0,0.15612133571202763,0.4554748900348601,0.6659761840967536,
small_multitask_mask_5,kingdom,LGBM,1,,,0.7791920725681672,0.20787049901879373,19.0,648.0,123.0,0.03133737331985318,6.060741222490683,0.7391063438982026,
small_multitask_mask_5,kingdom,LGBM,2,,,0.7188073428430751,0.02662055750387459,14.0,131.0,100.0,0.3039970037567343,0.4980757386244471,0.6887340668050816,
small_multitask_mask_5,phylum,SVM,0,22.390342721683695,linear,,,,,,,,,
small_multitask_mask_5,phylum,SVM,1,96.81085478045662,linear,,,,,,,,,
small_multitask_mask_5,phylum,SVM,2,1.2484030808286068,linear,,,,,,,,,
small_multitask_mask_5,phylum,LGBM,0,,,0.6423630428751168,0.0500685766747399,19.0,559.0,134.0,0.23358825194833557,0.5073432032394334,0.607515920174542,
small_multitask_mask_5,phylum,LGBM,1,,,0.8143585623662046,0.09561040970689902,11.0,614.0,96.0,0.012285817917393638,4.460426911895981,0.8163152758403859,
small_multitask_mask_5,phylum,LGBM,2,,,0.9849838287883929,0.09030638737802707,16.0,941.0,98.0,0.04877057553591605,4.341162910051525,0.8369985451146403,
small_multitask_mask_5,class,SVM,0,61.06267064873812,linear,,,,,,,,,
small_multitask_mask_5,class,SVM,1,96.81085478045662,linear,,,,,,,,,
small_multitask_mask_5,class,SVM,2,1.2484030808286068,linear,,,,,,,,,
small_multitask_mask_5,class,LGBM,0,,,0.718456079008858,0.014975289856365856,7.0,674.0,143.0,0.044716356807505624,0.49609699890114284,0.946041024522154,
small_multitask_mask_5,class,LGBM,1,,,0.8143585623662046,0.09561040970689902,11.0,614.0,96.0,0.012285817917393638,4.460426911895981,0.8163152758403859,
small_multitask_mask_5,class,LGBM,2,,,0.9973065177846362,0.029223525724947828,17.0,866.0,60.0,0.11508696467556201,0.25323718685559815,0.7096693037561841,
small_multitask_mask_5,order,SVM,0,22.390342721683695,linear,,,,,,,,,
small_multitask_mask_5,order,SVM,1,96.81085478045662,linear,,,,,,,,,
small_multitask_mask_5,order,SVM,2,1.2484030808286068,linear,,,,,,,,,
small_multitask_mask_5,order,LGBM,0,,,0.718456079008858,0.014975289856365856,7.0,674.0,143.0,0.044716356807505624,0.49609699890114284,0.946041024522154,
small_multitask_mask_5,order,LGBM,1,,,0.7791920725681672,0.20787049901879373,19.0,648.0,123.0,0.03133737331985318,6.060741222490683,0.7391063438982026,
small_multitask_mask_5,order,LGBM,2,,,0.9849838287883929,0.09030638737802707,16.0,941.0,98.0,0.04877057553591605,4.341162910051525,0.8369985451146403,
small_multitask_mask_5,family,SVM,0,22.390342721683695,linear,,,,,,,,,
small_multitask_mask_5,family,SVM,1,96.81085478045662,linear,,,,,,,,,
small_multitask_mask_5,family,SVM,2,1.2484030808286068,linear,,,,,,,,,
small_multitask_mask_5,family,LGBM,0,,,0.718456079008858,0.014975289856365856,7.0,674.0,143.0,0.044716356807505624,0.49609699890114284,0.946041024522154,
small_multitask_mask_5,family,LGBM,1,,,0.6888498190141499,0.012834169698744222,11.0,877.0,146.0,0.07300053042915261,0.02455193447436324,0.6077467831481188,
small_multitask_mask_5,family,LGBM,2,,,0.6676901786336712,0.027091362274609277,12.0,735.0,63.0,0.0137099823515695,8.901441378162104,0.7765419677419387,
small_multitask_mask_5,genus,SVM,0,61.06267064873812,linear,,,,,,,,,
small_multitask_mask_5,genus,SVM,1,96.81085478045662,linear,,,,,,,,,
small_multitask_mask_5,genus,SVM,2,1.2484030808286068,linear,,,,,,,,,
small_multitask_mask_5,genus,LGBM,0,,,0.6423630428751168,0.0500685766747399,19.0,559.0,134.0,0.23358825194833557,0.5073432032394334,0.607515920174542,
small_multitask_mask_5,genus,LGBM,1,,,0.7791920725681672,0.20787049901879373,19.0,648.0,123.0,0.03133737331985318,6.060741222490683,0.7391063438982026,
small_multitask_mask_5,genus,LGBM,2,,,0.9849838287883929,0.09030638737802707,16.0,941.0,98.0,0.04877057553591605,4.341162910051525,0.8369985451146403,
small_multitask_mask_5,species,SVM,0,61.06267064873812,linear,,,,,,,,,
small_multitask_mask_5,species,SVM,1,96.81085478045662,linear,,,,,,,,,
small_multitask_mask_5,species,SVM,2,1.2484030808286068,linear,,,,,,,,,
small_multitask_mask_5,species,LGBM,0,,,0.718456079008858,0.014975289856365856,7.0,674.0,143.0,0.044716356807505624,0.49609699890114284,0.946041024522154,
small_multitask_mask_5,species,LGBM,1,,,0.7791920725681672,0.20787049901879373,19.0,648.0,123.0,0.03133737331985318,6.060741222490683,0.7391063438982026,
small_multitask_mask_5,species,LGBM,2,,,0.9849838287883929,0.09030638737802707,16.0,941.0,98.0,0.04877057553591605,4.341162910051525,0.8369985451146403,
small_multitask_mask_5,immunogenicity,SVM,0,1.3116515715358075,linear,,,,,,,,,
small_multitask_mask_5,immunogenicity,SVM,1,2.2321849928717583,linear,,,,,,,,,
small_multitask_mask_5,immunogenicity,SVM,2,1.2484030808286068,linear,,,,,,,,,
small_multitask_mask_5,immunogenicity,LGBM,0,,,0.7261713403696736,0.03445441737078129,14.0,184.0,88.0,7.530916041188191,0.9085962729593787,0.8540235494414254,
small_multitask_mask_5,immunogenicity,LGBM,1,,,0.9133257890779545,0.04067896468145359,8.0,397.0,35.0,0.9591956282799734,0.07861146398889109,0.7784538024344424,
small_multitask_mask_5,immunogenicity,LGBM,2,,,0.7188073428430751,0.02662055750387459,14.0,131.0,100.0,0.3039970037567343,0.4980757386244471,0.6887340668050816,
small_multitask_mask_5,link,SVM,0,61.06267064873812,linear,,,,,,,,,
small_multitask_mask_5,link,SVM,1,2.2321849928717583,linear,,,,,,,,,
small_multitask_mask_5,link,SVM,2,1.2484030808286068,linear,,,,,,,,,
small_multitask_mask_5,link,LGBM,0,,,0.7479232370993361,0.0164555438559355,7.0,615.0,114.0,1.6053955926854302,7.701328264939122,0.6995012574079832,
small_multitask_mask_5,link,LGBM,1,,,0.7791920725681672,0.20787049901879373,19.0,648.0,123.0,0.03133737331985318,6.060741222490683,0.7391063438982026,
small_multitask_mask_5,link,LGBM,2,,,0.9849838287883929,0.09030638737802707,16.0,941.0,98.0,0.04877057553591605,4.341162910051525,0.8369985451146403,
medium_multitask_mask_5,domain,SVM,0,1.3116515715358075,linear,,,,,,,,,
medium_multitask_mask_5,domain,SVM,1,37.137282635707706,rbf,,,,,,,,,0.002352959348061621
medium_multitask_mask_5,domain,SVM,2,1.2484030808286068,linear,,,,,,,,,
medium_multitask_mask_5,domain,LGBM,0,,,0.8035875842668058,0.22600131185297773,15.0,805.0,56.0,6.136045802294309,0.09030397288885933,0.8669641519854727,
medium_multitask_mask_5,domain,LGBM,1,,,0.8143585623662046,0.09561040970689902,11.0,614.0,96.0,0.012285817917393638,4.460426911895981,0.8163152758403859,
medium_multitask_mask_5,domain,LGBM,2,,,0.9069964683661049,0.07124493899625672,19.0,748.0,35.0,0.28132576380055857,0.3278764015541138,0.7547570604474237,
medium_multitask_mask_5,kingdom,SVM,0,0.44103656679709824,linear,,,,,,,,,
medium_multitask_mask_5,kingdom,SVM,1,37.137282635707706,rbf,,,,,,,,,0.002352959348061621
medium_multitask_mask_5,kingdom,SVM,2,1.275466815572557,rbf,,,,,,,,,0.003867464027059848
medium_multitask_mask_5,kingdom,LGBM,0,,,0.6527191449617569,0.11431471515815911,5.0,906.0,39.0,0.15612133571202763,0.4554748900348601,0.6659761840967536,
medium_multitask_mask_5,kingdom,LGBM,1,,,0.8682112160275781,0.07516742665879303,11.0,661.0,77.0,0.03914287256840741,0.07394161323427771,0.6568480541899827,
medium_multitask_mask_5,kingdom,LGBM,2,,,0.9973065177846362,0.029223525724947828,17.0,866.0,60.0,0.11508696467556201,0.25323718685559815,0.7096693037561841,
medium_multitask_mask_5,phylum,SVM,0,1.3116515715358075,linear,,,,,,,,,
medium_multitask_mask_5,phylum,SVM,1,2.2321849928717583,linear,,,,,,,,,
medium_multitask_mask_5,phylum,SVM,2,1.2484030808286068,linear,,,,,,,,,
medium_multitask_mask_5,phylum,LGBM,0,,,0.718456079008858,0.014975289856365856,7.0,674.0,143.0,0.044716356807505624,0.49609699890114284,0.946041024522154,
medium_multitask_mask_5,phylum,LGBM,1,,,0.8715342131759564,0.02053999758694306,7.0,878.0,43.0,0.5664575403106769,0.4985814110725697,0.8455753271184223,
medium_multitask_mask_5,phylum,LGBM,2,,,0.6676901786336712,0.027091362274609277,12.0,735.0,63.0,0.0137099823515695,8.901441378162104,0.7765419677419387,
medium_multitask_mask_5,class,SVM,0,1.3116515715358075,linear,,,,,,,,,
medium_multitask_mask_5,class,SVM,1,37.137282635707706,rbf,,,,,,,,,0.002352959348061621
medium_multitask_mask_5,class,SVM,2,1.2484030808286068,linear,,,,,,,,,
medium_multitask_mask_5,class,LGBM,0,,,0.718456079008858,0.014975289856365856,7.0,674.0,143.0,0.044716356807505624,0.49609699890114284,0.946041024522154,
medium_multitask_mask_5,class,LGBM,1,,,0.8143585623662046,0.09561040970689902,11.0,614.0,96.0,0.012285817917393638,4.460426911895981,0.8163152758403859,
medium_multitask_mask_5,class,LGBM,2,,,0.7743979608568015,0.010921849507601297,11.0,399.0,95.0,0.18243300267253287,0.09795000511540235,0.681859453615137,
medium_multitask_mask_5,order,SVM,0,22.390342721683695,linear,,,,,,,,,
medium_multitask_mask_5,order,SVM,1,37.137282635707706,rbf,,,,,,,,,0.002352959348061621
medium_multitask_mask_5,order,SVM,2,0.31103255667795526,linear,,,,,,,,,
medium_multitask_mask_5,order,LGBM,0,,,0.718456079008858,0.014975289856365856,7.0,674.0,143.0,0.044716356807505624,0.49609699890114284,0.946041024522154,
medium_multitask_mask_5,order,LGBM,1,,,0.8143585623662046,0.09561040970689902,11.0,614.0,96.0,0.012285817917393638,4.460426911895981,0.8163152758403859,
medium_multitask_mask_5,order,LGBM,2,,,0.7743979608568015,0.010921849507601297,11.0,399.0,95.0,0.18243300267253287,0.09795000511540235,0.681859453615137,
medium_multitask_mask_5,family,SVM,0,1.3116515715358075,linear,,,,,,,,,
medium_multitask_mask_5,family,SVM,1,37.137282635707706,rbf,,,,,,,,,0.002352959348061621
medium_multitask_mask_5,family,SVM,2,1.2484030808286068,linear,,,,,,,,,
medium_multitask_mask_5,family,LGBM,0,,,0.718456079008858,0.014975289856365856,7.0,674.0,143.0,0.044716356807505624,0.49609699890114284,0.946041024522154,
medium_multitask_mask_5,family,LGBM,1,,,0.7791920725681672,0.20787049901879373,19.0,648.0,123.0,0.03133737331985318,6.060741222490683,0.7391063438982026,
medium_multitask_mask_5,family,LGBM,2,,,0.7743979608568015,0.010921849507601297,11.0,399.0,95.0,0.18243300267253287,0.09795000511540235,0.681859453615137,
medium_multitask_mask_5,genus,SVM,0,61.06267064873812,linear,,,,,,,,,
medium_multitask_mask_5,genus,SVM,1,37.137282635707706,rbf,,,,,,,,,0.002352959348061621
medium_multitask_mask_5,genus,SVM,2,1.2484030808286068,linear,,,,,,,,,
medium_multitask_mask_5,genus,LGBM,0,,,0.718456079008858,0.014975289856365856,7.0,674.0,143.0,0.044716356807505624,0.49609699890114284,0.946041024522154,
medium_multitask_mask_5,genus,LGBM,1,,,0.8143585623662046,0.09561040970689902,11.0,614.0,96.0,0.012285817917393638,4.460426911895981,0.8163152758403859,
medium_multitask_mask_5,genus,LGBM,2,,,0.9849838287883929,0.09030638737802707,16.0,941.0,98.0,0.04877057553591605,4.341162910051525,0.8369985451146403,
medium_multitask_mask_5,species,SVM,0,0.44103656679709824,linear,,,,,,,,,
medium_multitask_mask_5,species,SVM,1,37.137282635707706,rbf,,,,,,,,,0.002352959348061621
medium_multitask_mask_5,species,SVM,2,0.31103255667795526,linear,,,,,,,,,
medium_multitask_mask_5,species,LGBM,0,,,0.718456079008858,0.014975289856365856,7.0,674.0,143.0,0.044716356807505624,0.49609699890114284,0.946041024522154,
medium_multitask_mask_5,species,LGBM,1,,,0.7791920725681672,0.20787049901879373,19.0,648.0,123.0,0.03133737331985318,6.060741222490683,0.7391063438982026,
medium_multitask_mask_5,species,LGBM,2,,,0.9849838287883929,0.09030638737802707,16.0,941.0,98.0,0.04877057553591605,4.341162910051525,0.8369985451146403,
medium_multitask_mask_5,immunogenicity,SVM,0,1.3116515715358075,linear,,,,,,,,,
medium_multitask_mask_5,immunogenicity,SVM,1,24.580300161477634,rbf,,,,,,,,,0.00012082666253305468
medium_multitask_mask_5,immunogenicity,SVM,2,1.275466815572557,rbf,,,,,,,,,0.003867464027059848
medium_multitask_mask_5,immunogenicity,LGBM,0,,,0.6527191449617569,0.11431471515815911,5.0,906.0,39.0,0.15612133571202763,0.4554748900348601,0.6659761840967536,
medium_multitask_mask_5,immunogenicity,LGBM,1,,,0.6256269319352868,0.03348393485775916,14.0,950.0,91.0,2.064357902558233,0.08018284955354678,0.9090956587110308,
medium_multitask_mask_5,immunogenicity,LGBM,2,,,0.9069953039201313,0.22428038991112134,12.0,533.0,102.0,0.7807787581942088,0.10610474345425769,0.7526771763362244,
medium_multitask_mask_5,link,SVM,0,0.5301709347576824,linear,,,,,,,,,
medium_multitask_mask_5,link,SVM,1,37.137282635707706,rbf,,,,,,,,,0.002352959348061621
medium_multitask_mask_5,link,SVM,2,0.1501799526595153,linear,,,,,,,,,
medium_multitask_mask_5,link,LGBM,0,,,0.6423630428751168,0.0500685766747399,19.0,559.0,134.0,0.23358825194833557,0.5073432032394334,0.607515920174542,
medium_multitask_mask_5,link,LGBM,1,,,0.6888498190141499,0.012834169698744222,11.0,877.0,146.0,0.07300053042915261,0.02455193447436324,0.6077467831481188,
medium_multitask_mask_5,link,LGBM,2,,,0.8347187912000413,0.11565496320882328,11.0,645.0,78.0,0.16669535445395142,0.03395892008889068,0.9878529623307171,
large_multitask_mask_5,domain,SVM,0,0.5301709347576824,linear,,,,,,,,,
large_multitask_mask_5,domain,SVM,1,37.137282635707706,rbf,,,,,,,,,0.002352959348061621
large_multitask_mask_5,domain,SVM,2,1.275466815572557,rbf,,,,,,,,,0.003867464027059848
large_multitask_mask_5,domain,LGBM,0,,,0.6527191449617569,0.11431471515815911,5.0,906.0,39.0,0.15612133571202763,0.4554748900348601,0.6659761840967536,
large_multitask_mask_5,domain,LGBM,1,,,0.8143585623662046,0.09561040970689902,11.0,614.0,96.0,0.012285817917393638,4.460426911895981,0.8163152758403859,
large_multitask_mask_5,domain,LGBM,2,,,0.6676901786336712,0.027091362274609277,12.0,735.0,63.0,0.0137099823515695,8.901441378162104,0.7765419677419387,
large_multitask_mask_5,kingdom,SVM,0,0.5301709347576824,linear,,,,,,,,,
large_multitask_mask_5,kingdom,SVM,1,37.137282635707706,rbf,,,,,,,,,0.002352959348061621
large_multitask_mask_5,kingdom,SVM,2,1.2484030808286068,linear,,,,,,,,,
large_multitask_mask_5,kingdom,LGBM,0,,,0.7479232370993361,0.0164555438559355,7.0,615.0,114.0,1.6053955926854302,7.701328264939122,0.6995012574079832,
large_multitask_mask_5,kingdom,LGBM,1,,,0.867898414721392,0.24093763668497115,9.0,354.0,121.0,1.1367330868956231,0.04105412016858892,0.9512469745563782,
large_multitask_mask_5,kingdom,LGBM,2,,,0.6676901786336712,0.027091362274609277,12.0,735.0,63.0,0.0137099823515695,8.901441378162104,0.7765419677419387,
large_multitask_mask_5,phylum,SVM,0,1.3116515715358075,linear,,,,,,,,,
large_multitask_mask_5,phylum,SVM,1,37.137282635707706,rbf,,,,,,,,,0.002352959348061621
large_multitask_mask_5,phylum,SVM,2,1.2484030808286068,linear,,,,,,,,,
large_multitask_mask_5,phylum,LGBM,0,,,0.9512773885388708,0.05659486115229478,5.0,301.0,147.0,0.013108813258313513,0.0705376339063223,0.6480786244852675,
large_multitask_mask_5,phylum,LGBM,1,,,0.6888498190141499,0.012834169698744222,11.0,877.0,146.0,0.07300053042915261,0.02455193447436324,0.6077467831481188,
large_multitask_mask_5,phylum,LGBM,2,,,0.9849838287883929,0.09030638737802707,16.0,941.0,98.0,0.04877057553591605,4.341162910051525,0.8369985451146403,
large_multitask_mask_5,class,SVM,0,1.3116515715358075,linear,,,,,,,,,
large_multitask_mask_5,class,SVM,1,37.137282635707706,rbf,,,,,,,,,0.002352959348061621
large_multitask_mask_5,class,SVM,2,0.31103255667795526,linear,,,,,,,,,
large_multitask_mask_5,class,LGBM,0,,,0.718456079008858,0.014975289856365856,7.0,674.0,143.0,0.044716356807505624,0.49609699890114284,0.946041024522154,
large_multitask_mask_5,class,LGBM,1,,,0.9826142626682088,0.024293920045012667,5.0,828.0,85.0,1.2111570825917508,0.17479854309911966,0.6199813835784348,
large_multitask_mask_5,class,LGBM,2,,,0.7743979608568015,0.010921849507601297,11.0,399.0,95.0,0.18243300267253287,0.09795000511540235,0.681859453615137,
large_multitask_mask_5,order,SVM,0,0.44103656679709824,linear,,,,,,,,,
large_multitask_mask_5,order,SVM,1,37.137282635707706,rbf,,,,,,,,,0.002352959348061621
large_multitask_mask_5,order,SVM,2,0.31103255667795526,linear,,,,,,,,,
large_multitask_mask_5,order,LGBM,0,,,0.718456079008858,0.014975289856365856,7.0,674.0,143.0,0.044716356807505624,0.49609699890114284,0.946041024522154,
large_multitask_mask_5,order,LGBM,1,,,0.6888498190141499,0.012834169698744222,11.0,877.0,146.0,0.07300053042915261,0.02455193447436324,0.6077467831481188,
large_multitask_mask_5,order,LGBM,2,,,0.7743979608568015,0.010921849507601297,11.0,399.0,95.0,0.18243300267253287,0.09795000511540235,0.681859453615137,
large_multitask_mask_5,family,SVM,0,1.3116515715358075,linear,,,,,,,,,
large_multitask_mask_5,family,SVM,1,37.137282635707706,rbf,,,,,,,,,0.002352959348061621
large_multitask_mask_5,family,SVM,2,1.2484030808286068,linear,,,,,,,,,
large_multitask_mask_5,family,LGBM,0,,,0.718456079008858,0.014975289856365856,7.0,674.0,143.0,0.044716356807505624,0.49609699890114284,0.946041024522154,
large_multitask_mask_5,family,LGBM,1,,,0.7791920725681672,0.20787049901879373,19.0,648.0,123.0,0.03133737331985318,6.060741222490683,0.7391063438982026,
large_multitask_mask_5,family,LGBM,2,,,0.9849838287883929,0.09030638737802707,16.0,941.0,98.0,0.04877057553591605,4.341162910051525,0.8369985451146403,
large_multitask_mask_5,genus,SVM,0,0.44103656679709824,linear,,,,,,,,,
large_multitask_mask_5,genus,SVM,1,37.137282635707706,rbf,,,,,,,,,0.002352959348061621
large_multitask_mask_5,genus,SVM,2,0.2666119111216874,linear,,,,,,,,,
large_multitask_mask_5,genus,LGBM,0,,,0.718456079008858,0.014975289856365856,7.0,674.0,143.0,0.044716356807505624,0.49609699890114284,0.946041024522154,
large_multitask_mask_5,genus,LGBM,1,,,0.8143585623662046,0.09561040970689902,11.0,614.0,96.0,0.012285817917393638,4.460426911895981,0.8163152758403859,
large_multitask_mask_5,genus,LGBM,2,,,0.7743979608568015,0.010921849507601297,11.0,399.0,95.0,0.18243300267253287,0.09795000511540235,0.681859453615137,
large_multitask_mask_5,species,SVM,0,0.5301709347576824,linear,,,,,,,,,
large_multitask_mask_5,species,SVM,1,0.4944059287398674,linear,,,,,,,,,
