Model Size,Task,Classifier,Seed,C,kernel,colsample_bytree,learning_rate,max_depth,n_estimators,num_leaves,reg_alpha,reg_lambda,subsample,gamma
large_multitask_mask_25,genus,LGBM,2,,,0.7743979608568015,0.010921849507601297,11.0,399.0,95.0,0.18243300267253287,0.09795000511540235,0.681859453615137,
large_multitask_mask_25,species,SVM,0,0.44103656679709824,linear,,,,,,,,,
large_multitask_mask_25,species,SVM,1,0.4944059287398674,linear,,,,,,,,,
large_multitask_mask_25,species,SVM,2,0.2666119111216874,linear,,,,,,,,,
large_multitask_mask_25,species,LGBM,0,,,0.718456079008858,0.014975289856365856,7.0,674.0,143.0,0.044716356807505624,0.49609699890114284,0.946041024522154,
large_multitask_mask_25,species,LGBM,1,,,0.8143585623662046,0.09561040970689902,11.0,614.0,96.0,0.012285817917393638,4.460426911895981,0.8163152758403859,
large_multitask_mask_25,species,LGBM,2,,,0.9849838287883929,0.09030638737802707,16.0,941.0,98.0,0.04877057553591605,4.341162910051525,0.8369985451146403,
large_multitask_mask_25,immunogenicity,SVM,0,0.5301709347576824,linear,,,,,,,,,
large_multitask_mask_25,immunogenicity,SVM,1,0.015151125123102896,linear,,,,,,,,,
large_multitask_mask_25,immunogenicity,SVM,2,0.002501654818826414,linear,,,,,,,,,
large_multitask_mask_25,immunogenicity,LGBM,0,,,0.9567092003128319,0.26512259742974303,15.0,805.0,59.0,0.38608662714605446,0.5059803874660432,0.9702386553170644,
large_multitask_mask_25,immunogenicity,LGBM,1,,,0.7791920725681672,0.20787049901879373,19.0,648.0,123.0,0.03133737331985318,6.060741222490683,0.7391063438982026,
large_multitask_mask_25,immunogenicity,LGBM,2,,,0.9849838287883929,0.09030638737802707,16.0,941.0,98.0,0.04877057553591605,4.341162910051525,0.8369985451146403,
large_multitask_mask_25,link,SVM,0,0.5301709347576824,linear,,,,,,,,,
large_multitask_mask_25,link,SVM,1,37.137282635707706,rbf,,,,,,,,,0.002352959348061621
large_multitask_mask_25,link,SVM,2,0.538315146299777,rbf,,,,,,,,,0.0016669535445395156
large_multitask_mask_25,link,LGBM,0,,,0.9567092003128319,0.26512259742974303,15.0,805.0,59.0,0.38608662714605446,0.5059803874660432,0.9702386553170644,
large_multitask_mask_25,link,LGBM,1,,,0.9003248412544622,0.11813730383743098,12.0,992.0,101.0,0.8775021704075665,0.11529680332917291,0.9052932210860487,
large_multitask_mask_25,link,LGBM,2,,,0.7743979608568015,0.010921849507601297,11.0,399.0,95.0,0.18243300267253287,0.09795000511540235,0.681859453615137,
