epoch,train_loss,val_loss,avg_train_node_loss,avg_train_edge_loss,avg_val_node_loss,avg_val_edge_loss
1,10.558465905829076,10.566796455674499,8.508054334562784,4.100823127251934,8.496946920875375,4.139699066868265
2,10.560965990170153,10.578283204377152,8.510056883855668,4.101818227909619,8.51082704267429,4.134912337965638
3,10.56079923964923,10.570834043371768,8.509936524166113,4.101725424084882,8.502921017071673,4.135826082630012
4,10.55996257137564,10.578162116858795,8.508683820734202,4.102557501282878,8.506976364223101,4.14237147797155
5,10.562551952987048,10.581303276178492,8.511019998576321,4.103063915804003,8.509871737647602,4.14286304794195
6,10.560498521769189,10.579811507508955,8.50939292737705,4.102211179878999,8.509297330870883,4.141028353276144
7,10.562324449445274,10.58751772742235,8.510678400208064,4.103292095236139,8.515858693887258,4.14331810437996
8,10.559260218576583,10.575307449311701,8.509341322100628,4.099837791636358,8.504466813939219,4.141681252545073
9,10.558224443668825,10.583965203234257,8.507277717817011,4.1018934580789965,8.51346421787757,4.1410020107531365
10,10.55787958596882,10.572252885075926,8.508169078260204,4.099421023411742,8.503131921054752,4.138241929862335
11,10.557998569388138,10.573060956620077,8.508089176058162,4.099818793743697,8.503586718144307,4.138948489691465
12,10.555521088666543,10.581110255408833,8.506107382539577,4.098827409319238,8.509920582516504,4.142379287545007
13,10.55798205131181,10.573769649476496,8.507503683579191,4.1009567275719245,8.503680032628184,4.140179217316722
14,10.558129635245772,10.569205109399693,8.50825805372617,4.099743174271996,8.499930549213904,4.138549113091622
15,10.553769735407545,10.572045096914277,8.50394636099124,4.099646748023042,8.50254410459795,4.139001964612771
16,10.554820443252149,10.575361674068539,8.50498337980442,4.099674144200032,8.50870597271519,4.133311437286493
17,10.554766029574875,10.572686919729218,8.50607622782929,4.097379609765342,8.504478385430255,4.136417098627746
18,10.551460772094986,10.57106392620174,8.503026293574854,4.096868946515846,8.504888607345464,4.132350672292345
19,10.548105392877032,10.566433269558972,8.499563015579975,4.097084758439574,8.500348269484425,4.132169924619544
20,10.547255575555695,10.571550857019789,8.499500462478611,4.095510222612294,8.503199890369677,4.13670202429968
21,10.546031910211404,10.56623987023157,8.497349667427697,4.097364489210482,8.500117804257924,4.132244183816983
22,10.54187556155064,10.554444859046063,8.495212357801169,4.093326431482474,8.487105999284118,4.13467771588391
23,10.538262073779146,10.5583399779924,8.492717387113588,4.091089394177565,8.493848636860156,4.128982718664271
24,10.536547991942063,10.551004224151145,8.489904008616008,4.093287956734869,8.486148914308039,4.129710562356555
25,10.536086317234007,10.550214880295382,8.49048798638815,4.091196647929012,8.487154585714558,4.126120632841387
26,10.534261125457713,10.54995384653106,8.489848685790808,4.088824887328318,8.485557028355489,4.128793653641038
27,10.531524018237466,10.540745491289911,8.487135351210174,4.088777337798845,8.48120996606259,4.119071042264691
28,10.527823221501349,10.552184552636765,8.483579302886548,4.088487831259017,8.489880285190262,4.124608512143142
29,10.522674864540683,10.5280115877399,8.4802838565943,4.084782001624083,8.468737565834104,4.118548107511215
30,10.520200931358014,10.526401363256323,8.477882788420128,4.084636289316446,8.46800399008598,4.116794691741012
31,10.511810588917626,10.51996887731188,8.47115958566779,4.081302017327682,8.466275943144588,4.107385828294827
32,10.506726491633417,10.519608140901754,8.467305830662442,4.078841333377139,8.46384919508723,4.111517922568868
33,10.50249955164354,10.501860673190983,8.464677456481752,4.075644207324561,8.449385923283701,4.104949467054761
34,10.49621484154149,10.49469974386783,8.459361484378627,4.07370671179582,8.442969009166456,4.103461485782653
35,10.485748265918932,10.49197044809356,8.450853842426035,4.069788827859687,8.44383301261727,4.096274785413087
36,10.479935582101042,10.478226501523084,8.446626721901886,4.066617724648558,8.43218858733432,4.092075815637603
37,10.472913922194916,10.470782825965008,8.441648660167571,4.062530512923093,8.4239005787682,4.093764427964014
38,10.467477209903995,10.462364473415695,8.437264414108872,4.06042559148905,8.41882651088802,4.087075890475557
39,10.460817073925647,10.461580651407024,8.431802816018589,4.05802850933755,8.418481462784396,4.086198339025483
40,10.45079613824854,10.450194704623623,8.423804738525623,4.053982786998684,8.40969024177726,4.081008930242699
41,10.440637178453404,10.446618808134822,8.41583995867666,4.049594427915907,8.406174372170717,4.080888914697953
42,10.434723669482816,10.436868347284449,8.41092298674462,4.047601340379699,8.39772210594352,4.078292454472025
43,10.42494848790517,10.414827801799046,8.403657925756354,4.042581108207411,8.379692605433574,4.070270330851315
44,10.41735431860582,10.405178597865214,8.39706895266405,4.040570728948849,8.372191130659962,4.0659749735402695
45,10.404856519100015,10.397322625604295,8.387375586304074,4.034961888158666,8.365251956095221,4.064141319908258
46,10.398569717471993,10.388734344307704,8.382153640578679,4.0328321520662875,8.360328983714563,4.056810668406595
47,10.389468275630414,10.382675371097244,8.375170239365971,4.028596065951122,8.353366866366553,4.0586169894415
48,10.381947798720848,10.369509427602054,8.369028030308074,4.025839537635116,8.34564606834004,4.0477266830342415
49,10.371685199705166,10.357498001506311,8.361787298944082,4.019795824594935,8.335535205957544,4.043925587457555
50,10.363173145187327,10.345996729290212,8.355312093206901,4.015722102645298,8.32688165984991,4.038230137970611
51,10.351999545542615,10.342279175765642,8.346443187198735,4.0111127155745985,8.324361189631105,4.03583602140878
52,10.344714269573295,10.3256774858664,8.340256106064153,4.008916335113992,8.31108004446248,4.029194901007732
53,10.333702171192915,10.315101194017716,8.332532534979803,4.0023392710094745,8.304289049774637,4.021624216596589
54,10.32252195330751,10.292794638917647,8.323407012456949,3.998229872694647,8.28411063347154,4.017368021812148
55,10.30824411907099,10.291062755439118,8.312225525974215,3.992037180526552,8.284196136561969,4.013733211364455
56,10.290514791760664,10.269232152982523,8.297031866471917,3.9869658375231642,8.264587322264227,4.009289719676244
57,10.2807542018858,10.254348925961793,8.290504764417639,3.9804988802997285,8.255003328541763,3.998691152070315
58,10.262258679028886,10.23830315902943,8.276098764610614,3.9723198489746134,8.244793968346283,3.9870184104861193
59,10.244550964828258,10.217684509189985,8.262255338942458,3.964591262498412,8.225209101465822,3.9849507608486494
60,10.226298257329063,10.184201309699139,8.248557885960125,3.9554807473929103,8.200978639471622,3.9664453013252667
61,10.204586060625992,10.156183366557114,8.23227607758624,3.944619953935944,8.177176872282537,3.95801302585893
62,10.179930841578692,10.137410644356532,8.211474173947385,3.936913334351849,8.163276097246708,3.9482691042295848
63,10.15850885857548,10.108451850541675,8.19516491849475,3.926687884614099,8.142557448103227,3.9317887985069335
64,10.135111825777841,10.07429109456885,8.176843063333443,3.9165375233708497,8.113744548258891,3.9210931281097063
65,10.110935029028226,10.046399786272122,8.15696348783723,3.907943078840123,8.09041587633031,3.9119678217036125
66,10.085323880200475,10.026020359446985,8.137093265918804,3.896461235242303,8.07570126584468,3.9006381471648472
67,10.062734178452418,9.98979794888096,8.119954103524899,3.8855601339672132,8.047362518674545,3.884870914102511
68,10.035819522796139,9.962538438898916,8.099246777379047,3.8731454975131414,8.025768971625174,3.873538942737434
69,10.009252970813693,9.932601582912998,8.07813302547701,3.862239893304472,8.00393871314653,3.8573257031331534
70,9.98135676529695,9.895060579285367,8.055327644777217,3.8520582252528346,7.971480416887589,3.8471603502754035
71,9.954428964235989,9.870997388854281,8.035534774913042,3.837788397266019,7.953298004528948,3.8353988077804333
72,9.926662989504674,9.843686060141062,8.012986519947926,3.827352931726161,7.932551855349359,3.8222684314232747
73,9.898321129470203,9.803547047476732,7.990708788505839,3.815224660272712,7.897959900266342,3.8111742325411497
74,9.871610811489345,9.776236108241191,7.970182185869265,3.802857262978934,7.878952301185549,3.7945676823608747
75,9.843081963689704,9.749096178826486,7.9461704330654825,3.7938230641831363,7.856623183679945,3.7849459902930804
76,9.813663395637162,9.70544416121854,7.923582211819893,3.780162367229753,7.823031860453482,3.764824536920504
77,9.782286845565045,9.68397558736437,7.898077096922895,3.7684195056835947,7.805643975279714,3.7566632141593757
78,9.754077576214673,9.647713169796777,7.875185212781353,3.757784723122375,7.7784214784170835,3.73858338366938
79,9.72512746626331,9.610587444014222,7.854050810956388,3.742153313649733,7.747786851329658,3.725601189009106
80,9.69591172198893,9.571671198342592,7.830706571277819,3.7304103019282047,7.714979561230608,3.713383305163784
81,9.668709799065452,9.539597966288792,7.808705762003395,3.7200080839401597,7.690466693339457,3.698262529518768
82,9.635815837387318,9.499505083069547,7.78291417159937,3.705803331474699,7.6561199017153445,3.686770375448329
83,9.60342173301101,9.467320613278687,7.75587205854458,3.6950993443790234,7.631684430682932,3.671272375201451
84,9.575898134445294,9.43548379781592,7.735681276774771,3.6804337235379503,7.608738533413137,3.6534905697553213
85,9.543833546808498,9.399857499217259,7.709111672305899,3.669443761047564,7.578877636494528,3.6419597290854417
86,9.514334628051731,9.361457522588832,7.686084411342601,3.6565004327098865,7.549782623771493,3.6233497903547214
87,9.480343029333092,9.336491220780001,7.658887406358897,3.6429112451388193,7.530543138052671,3.6118962391642215
88,9.448471368877106,9.297030594512707,7.634249602797076,3.6284435399521793,7.497328951158597,3.599403281248253
89,9.417063230164791,9.264750506131703,7.608989244810794,3.6161479871018027,7.47387800507873,3.5817450457856856
90,9.381608134417057,9.217836154326228,7.580205867367406,3.602804526003593,7.436868443743873,3.561935466664438
91,9.347601728245033,9.176732842248814,7.552944512237717,3.58931444041393,7.400705190105293,3.552055315206979
